educationagencyname,averagetest,income50perc,ginico,percentmalesBA,percentfemalesBA,percentmalespov,percentfemalespov,percentnatam,percentasian,percenthispanic,percentblacks,percentwhites,totalenrollment
WATERFORD GRADED J1 SCHOOL DISTRICT,1.4167,77034.8,0.351,0.269,0.2879,0.0536,0.0637,0.002,0.0061,0.0397,0.0109,0.928,1082.5
NEDERLAND ISD,0.3156,77007.8,0.3309,0.2005,0.1926,0.0524,0.0731,0.0057,0.0533,0.1649,0.0579,0.7004,2325.5
WOODSTOCK SCHOOL DISTRICT,1.9967,76999.92,0.3377,0.4921,0.4551,0.1078,0.0724,0,0.0164,0.0342,0.0074,0.9249,110.6667
BEAVERTON SD 48J,0.9869,76994.16,0.3823,0.4793,0.4194,0.0799,0.0982,0.0049,0.1366,0.2245,0.0273,0.5271,17951.5
GULL LAKE COMMUNITY SCHOOLS,0.6581,76992.68,0.381,0.4347,0.3572,0.0665,0.0711,0.0021,0.015,0.0261,0.0324,0.8941,1325.167
ELKO COUNTY SCHOOL DISTRICT,-0.707,76989.72,0.292,0.1446,0.1719,0.0487,0.0943,0.0579,0.0103,0.2963,0.0103,0.6204,4451.333
BRIGHTON SCHOOL DISTRICT NO. 27J,0.2152,76967.13,0.3073,0.2638,0.273,0.0518,0.0773,0.0074,0.0278,0.4412,0.0216,0.4844,7109.5
BLOOMING PRAIRIE PUBLIC SCHOOL DIST,0.665,76959.38,0.2687,0.1693,0.1855,0.0509,0.1102,0,0.0077,0.1084,0.0031,0.8681,320.3333
MAROA FORSYTH CUSD 2,1.3517,76944.37,0.376,0.3535,0.2527,0.0624,0.1049,0.0016,0.0863,0.0077,0.0438,0.8319,536.1667
YELLOW SPRINGS EXEMPTED VILLAGE,1.0874,76944.37,0.3669,0.5383,0.6043,0.0964,0.1554,0.0028,0.0192,0.0311,0.1018,0.6772,339.5
NORTH WEST HENDRICKS SCHOOLS,1.5693,76926.16,0.3236,0.2346,0.2164,0.0411,0.0511,0.0018,0.004,0.0164,0.0061,0.9521,863.6667
GARRETSON SCHOOL DISTRICT 49-4,0.7042,76923,0.2497,0.2388,0.25,0.0582,0.0272,0.0165,0.0063,0.0169,0.0082,0.937,239.8333
BURRILLVILLE,0.0086,76898.66,0.3523,0.2358,0.22,0.088,0.1035,0.0045,0.0081,0.023,0.0196,0.9411,1126.167
DELTA/GREELY SCHOOL DISTRICT,-0.2056,76874.92,0.2688,0.2659,0.2688,0.0555,0.0895,0.0517,0.0159,0.0481,0.0234,0.8397,419.5
HEMLOCK PUBLIC SCHOOL DISTRICT,-0.0678,76857.07,0.3357,0.205,0.2237,0.0515,0.0643,0.0069,0.0015,0.0284,0.0023,0.9551,556.1667
NEENAH SCHOOL DISTRICT,0.9948,76833.26,0.3485,0.3021,0.2933,0.0377,0.0741,0.0055,0.0285,0.0586,0.0269,0.8734,2771.833
TENINO SCHOOL DISTRICT,-0.3082,76833.26,0.3302,0.1797,0.2122,0.0819,0.0654,0.0117,0.0043,0.0544,0.0113,0.8889,571.5
ST HENRY CONSOLIDATED LOCAL,2.3437,76805.48,0.271,0.1429,0.1929,0.0175,0.0334,0,0.0058,0.0208,0,0.9686,459.8333
EAST PORTER COUNTY SCHOOL CORP,1.4484,76803.2,0.2598,0.2228,0.1941,0.0276,0.0309,0.0038,0.0049,0.0457,0.0049,0.9223,1128.667
CHEROKEE COUNTY,0.8468,76803.1,0.3589,0.3445,0.3272,0.0699,0.0778,0.0029,0.017,0.1317,0.0705,0.7476,18410.33
BULLARD ISD,0.4281,76785.64,0.3667,0.2879,0.2266,0.0863,0.1025,0.005,0.0024,0.0555,0.0561,0.8662,978.5
MILTON SCHOOL DISTRICT,0.5488,76785.64,0.3152,0.3014,0.2896,0.0429,0.0619,0.0005,0.0169,0.038,0.0113,0.9277,1494.833
SOMERVILLE BOROUGH,0.4279,76770.77,0.2908,0.3363,0.3241,0.0482,0.0915,0,0.101,0.3464,0.1844,0.3632,670.1667
LUMBERTON ISD,0.3523,76760.49,0.335,0.1873,0.2191,0.056,0.0933,0.0067,0.0064,0.0611,0.0032,0.9115,1792.333
GIBBSBORO,1.0481,76749.93,0.3339,0.3333,0.2866,0.048,0.0693,0,0.0358,0.0494,0.0341,0.8692,157.5
LIBERTY-BENTON LOCAL,1.1497,76749.93,0.3685,0.3479,0.2139,0.0886,0.0715,0,0.0088,0.0301,0.0059,0.9351,570.3333
WESCLIN CUSD 3,0.9022,76749.93,0.3071,0.2843,0.3226,0.0571,0.0917,0.0019,0.0107,0.0477,0.0129,0.8999,617.8333
FOREST RIDGE SD 142,0.2291,76744.12,0.3003,0.2042,0.1999,0.0536,0.0601,0.0031,0.0221,0.1536,0.0582,0.7275,1080.833
OAK HILL UNITED SCHOOL CORP,0.7259,76744.12,0.3005,0.1462,0.1339,0.0739,0.0913,0.0026,0.0034,0.0196,0.004,0.931,712.5
BRUCEVILLE-EDDY ISD,-0.3311,76739.06,0.3404,0.137,0.129,0.1542,0.1427,0.0056,0.0032,0.2501,0.0225,0.6989,376.5
FORT BEND ISD,0.6414,76737.34,0.3846,0.4191,0.3939,0.0667,0.0904,0.0032,0.2248,0.2578,0.2977,0.2005,32263.67
HACKETTSTOWN,1.3764,76736.04,0.3297,0.3124,0.2751,0.0644,0.0894,0.0017,0.0585,0.1949,0.0261,0.704,590.1667
BOONE CO,0.7284,76735.29,0.3342,0.3109,0.2627,0.0649,0.0839,0.0017,0.0253,0.0454,0.0331,0.8696,9251.667
MUENSTER ISD,1.1907,76730.7,0.3369,0.266,0.3684,0.0452,0.0729,0.0129,0.0048,0.0466,0.0016,0.9234,207.5
POUDRE SCHOOL DISTRICT R-1,1.3294,76699.72,0.3797,0.4772,0.4728,0.1667,0.1765,0.0074,0.0363,0.1652,0.016,0.7529,12186.83
HUDSONVILLE PUBLIC SCHOOL DISTRICT,1.3561,76673.16,0.3029,0.3198,0.3124,0.0639,0.0373,0.0056,0.0185,0.0459,0.0162,0.8963,2704.5
BERKSHIRE SCHOOL DISTRICT,0.4964,76666.6,0.2466,0.152,0.2538,0.118,0.0954,0,0.0026,0.0088,0.0029,0.9553,114.8333
HARMONY EMGE SD 175,-0.278,76666.6,0.3039,0.338,0.2939,0.0202,0.0483,0.0063,0.007,0.0275,0.383,0.5112,495.6667
RANDOM LAKE SCHOOL DISTRICT,0.7195,76666.6,0.3152,0.1634,0.1851,0.0542,0.0636,0.0077,0.0103,0.0541,0.009,0.919,391.3333
SWEENY ISD,0.4146,76666.6,0.2949,0.1396,0.1311,0.0588,0.11,0.0069,0.0037,0.1962,0.1535,0.6173,898
BRUNSWICK SCHOOL DEPARTMENT,0.9371,76639.27,0.3368,0.3826,0.3859,0.0864,0.1309,0.0009,0.0225,0.027,0.0257,0.8986,1036.333
MILLCREEK TOWNSHIP SD,0.8803,76633.46,0.3346,0.3519,0.3219,0.0658,0.0778,0.0016,0.0244,0.0257,0.0374,0.9048,3457.333
WATERVILLE-ELYSIAN-MORRISTOWN,0.4487,76612.84,0.3044,0.186,0.1853,0.0503,0.097,0.0089,0.0029,0.0425,0.0017,0.9375,396.3333
BUCKEYE VALLEY LOCAL,0.9319,76595.69,0.3332,0.28,0.3197,0.0732,0.0662,0.0039,0.0106,0.0238,0.0051,0.9333,1110.833
TIVERTON,0.9731,76587.24,0.3296,0.3173,0.2817,0.0647,0.0613,0,0.0076,0.0049,0.0115,0.9739,881.6667
ARLINGTON SCHOOL DISTRICT,0.7944,76562.44,0.3228,0.2007,0.1974,0.0398,0.0647,0.0181,0.0269,0.0984,0.0163,0.8202,2493.667
BLANCHARD,0.1023,76562.44,0.3417,0.228,0.2415,0.045,0.1017,0.1416,0.0051,0.0438,0.0142,0.7909,728.1667
CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,0.5929,76562.44,0.21,0.1919,0.2518,0.0942,0.0712,0.01,0,0.0351,0.0076,0.9473,68
ELLENSBURG SCHOOL DISTRICT,0.2377,76544.88,0.3266,0.3878,0.3967,0.2519,0.2722,0.0165,0.019,0.1564,0.0098,0.7957,1391.5
STEILACOOM HIST. SCHOOL DISTRICT,0.43,76543.15,0.3401,0.2981,0.3495,0.1241,0.0881,0.0075,0.0784,0.0903,0.0661,0.6658,2477.333
BOTKINS LOCAL,1.932,76538.4,0.3292,0.1153,0.1447,0.0943,0.06,0.0034,0,0.0054,0,0.9811,255.3333
BIG HORN COUNTY SCHOOL DISTRICT #3,0.3915,76521.68,0.3405,0.2336,0.2369,0.0964,0.0999,0.0016,0.0007,0.1929,0.0021,0.7938,228.6667
MARLBOROUGH,1.2678,76516.34,0.3995,0.3901,0.387,0.073,0.0864,0.0014,0.0778,0.272,0.0255,0.603,2650.167
WOODSTOWN-PILESGROVE REGI,0.9118,76499.94,0.3297,0.3028,0.304,0.0652,0.0645,0.0006,0.0162,0.0515,0.1186,0.7669,566.1667
PORTSMOUTH SCHOOL DISTRICT,1.4626,76488.03,0.3811,0.4913,0.4831,0.0844,0.0903,0.0021,0.0501,0.0531,0.0236,0.8164,1027.333
BROOKINGS SCHOOL DISTRICT 05-1,1.0742,76481.42,0.3379,0.4627,0.3882,0.2118,0.2219,0.025,0.0413,0.0272,0.0156,0.8809,1345.833
M S D NORTH POSEY CO SCHOOLS,0.8199,76467.34,0.2985,0.1164,0.1877,0.0637,0.0743,0.0043,0.0076,0.0097,0.0028,0.9629,616
MURRAY DISTRICT,0.1263,76448.12,0.3372,0.3153,0.2534,0.0909,0.1162,0.0077,0.0224,0.1348,0.0276,0.781,2926
EULA ISD,-0.4762,76428.52,0.2982,0.1062,0.0784,0.0513,0.0684,0.0118,0.006,0.1056,0.0081,0.8376,166.5
KRUM ISD,0.4496,76428.51,0.3428,0.2321,0.2717,0.0235,0.0483,0.0076,0.0065,0.1988,0.0165,0.7616,817.1667
WINSLOW TOWNSHIP,-0.6004,76420.4,0.3435,0.2083,0.261,0.055,0.0658,0.0012,0.0317,0.0928,0.5926,0.2765,2449.167
BELOIT TURNER SCHOOL DISTRICT,0.3736,76415.04,0.3162,0.1906,0.2141,0.1027,0.1119,0.0054,0.0119,0.1109,0.0557,0.8037,658.1667
NEVADA CITY ELEMENTARY,-0.3647,76397,0.3473,0.3882,0.3671,0.0671,0.1288,0.0156,0.0173,0.0651,0.0092,0.8766,1223.333
MIDDLE TOWNSHIP,0.4175,76388.84,0.3278,0.2011,0.2325,0.0641,0.0606,0.0005,0.0267,0.064,0.1954,0.7106,1073.333
WESTAMPTON TOWNSHIP,0.7834,76388.84,0.3221,0.4873,0.3357,0.0168,0.0599,0.0039,0.0712,0.1162,0.3388,0.441,584
ELMWOOD CUSD 322,0.9507,76363.58,0.2762,0.2625,0.2668,0.0505,0.065,0.0048,0.0026,0.0091,0.0069,0.9591,314.1667
DWIGHT COMMON SD 232,0.4579,76346.1,0.3875,0.1348,0.113,0.1432,0.1485,0.0048,0.0066,0.0345,0.0042,0.9145,372.3333
MT ZION CUSD 3,1.111,76346.1,0.3019,0.274,0.2161,0.0171,0.0495,0.0019,0.0118,0.0163,0.0116,0.9364,1143.5
POMFRET SCHOOL DISTRICT,1.3777,76346.1,0.3474,0.3439,0.3865,0.0563,0.0645,0.002,0.0274,0.0208,0.0187,0.9305,330.1667
UNION SPRINGS CENTRAL SCHOOL DISTRICT,0.7742,76346.1,0.3135,0.2387,0.2106,0.0562,0.0841,0.0004,0.0029,0.0177,0.0194,0.9547,406.5
UPPER PERKIOMEN SD,0.7506,76344.03,0.3554,0.1955,0.2069,0.0372,0.0754,0.005,0.0168,0.0266,0.028,0.9206,1466.5
PRESTON COMM SCHOOL DISTRICT,0.8445,76323.48,0.2377,0.0818,0.1381,0.0166,0.0689,0,0.0075,0.012,0.0058,0.9747,150.1667
PARADISE ISD,0.1131,76304.3,0.33,0.1163,0.1964,0.0461,0.0544,0.009,0.0013,0.0905,0.0054,0.883,494.6667
TACONIC HILLS CENTRAL SCHOOL DISTRICT,-0.6644,76287.83,0.4047,0.2656,0.2982,0.0903,0.0941,0.0022,0.0047,0.057,0.0258,0.8877,668.3333
SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,0.5691,76263.99,0.3258,0.1655,0.1735,0.0521,0.0679,0.0009,0.008,0.0091,0.0116,0.9665,1465.667
HILTON CENTRAL SCHOOL DISTRICT,0.7726,76260.45,0.3204,0.2543,0.2755,0.0404,0.0538,0.0025,0.0135,0.0331,0.0146,0.9195,2030.833
CENTRAL CITY COMM SCHOOL DISTRICT,0.4265,76249.95,0.2907,0.1099,0.1456,0.0699,0.0879,0.0008,0.0073,0.0073,0.0262,0.9503,204.1667
EVADALE ISD,0.1498,76249.95,0.3194,0.1506,0.1588,0.1589,0.1831,0.0045,0,0.0103,0.0112,0.9525,193.8333
PANORAMA COMM SCHOOL DISTRICT,0.2923,76249.95,0.2972,0.2485,0.2659,0.062,0.083,0,0.0015,0.032,0.0083,0.9495,353.3333
DAVIS DISTRICT,0.384,76242.75,0.3297,0.405,0.274,0.059,0.0718,0.0049,0.0206,0.0825,0.0157,0.8486,33666
BOZEMAN ELEM,1.5687,76236.21,0.4213,0.5245,0.5369,0.1728,0.1683,0.0235,0.0229,0.0374,0.013,0.891,2484.667
FT LEAVENWORTH,1.3515,76219.46,0.2617,0.2978,0.621,0.104,0.0728,0.0087,0.0346,0.1026,0.1174,0.6744,1100
MCHENRY CCSD 15,0.209,76217.48,0.3749,0.2383,0.2328,0.071,0.0853,0.0032,0.0144,0.1497,0.0055,0.8081,3197
LEXINGTON ISD,0.1999,76206.84,0.2494,0.1032,0.1381,0.0438,0.041,0.0016,0,0.1212,0.0857,0.77,423.8333
MONROEVILLE LOCAL,-0.0321,76206.84,0.2611,0.1147,0.1133,0.0691,0.1139,0.0011,0,0.0184,0.0017,0.9667,289.6667
MOHAWK LOCAL,0.123,76180.51,0.3008,0.1803,0.1898,0.0476,0.052,0,0,0.006,0.0034,0.9868,442.8333
METHUEN,0.3095,76179.2,0.3494,0.2809,0.2629,0.0661,0.0755,0.003,0.0301,0.2732,0.0234,0.6576,3505.667
LITCHFIELD ELEMENTARY DISTRICT,0.2089,76177.09,0.3461,0.3474,0.2797,0.0772,0.0941,0.01,0.054,0.3356,0.1077,0.4793,7611
S AND S CISD,-0.0962,76176.42,0.2858,0.1874,0.1985,0.0147,0.0643,0.0217,0.0049,0.0707,0.007,0.8675,376.5
STRASBURG SCHOOL DISTRICT 31J,0.3669,76171.83,0.2909,0.1383,0.2245,0.0241,0.0221,0.0049,0.015,0.1066,0.0142,0.8589,443.8333
ELMWOOD PARK,0.075,76157.36,0.3183,0.2368,0.2454,0.037,0.0517,0.0002,0.1201,0.3162,0.0848,0.4707,1052.5
ARENA UNION ELEMENTARY,-1.8405,76136.31,0.3554,0.3078,0.3534,0.0821,0.1204,0.1091,0.0016,0.3572,0,0.4834,198.6667
WEST SHORE SD,0.4633,76130.27,0.3171,0.2838,0.2906,0.046,0.061,0.0013,0.0199,0.0588,0.0354,0.8546,3526.5
AMHERST EXEMPTED VILLAGE,1.3365,76121.75,0.346,0.2644,0.2205,0.062,0.0763,0.0031,0.0089,0.1136,0.0224,0.808,1912.5
WHITESBORO ISD,0.0325,76116.03,0.356,0.2217,0.2021,0.1364,0.1393,0.0251,0.0048,0.0998,0.006,0.8556,697.6667
RIDGEVIEW CUSD 19,-0.0858,76111.07,0.3002,0.2215,0.1527,0.0327,0.0546,0.0046,0.0014,0.0344,0.0146,0.9353,252.8333
HOPEWELL TOWNSHIP,0.1541,76093.7,0.224,0.181,0.2373,0.016,0.0603,0.0177,0.0306,0.1086,0.0649,0.7743,357.8333
EAST COLOMA SD 12,-0.1679,76071.39,0.3297,0.1833,0.1616,0.1093,0.0996,0,0,0.0633,0.0091,0.8885,133.6667
NEWFANE SCHOOL DISTRICT,0.6043,76071.38,0.2085,0.3958,0.4647,0.0308,0.1026,0,0.0094,0.0248,0.0154,0.9504,39.3333
SHAKER HEIGHTS CITY,1.1444,76059.27,0.4183,0.6706,0.593,0.0941,0.0923,0.0005,0.0413,0.0153,0.509,0.3722,2486.167
BALDWINSVILLE CENTRAL SCHOOL DISTRICT,0.881,76054.17,0.3782,0.3644,0.3266,0.0695,0.0773,0.0044,0.0173,0.023,0.0166,0.9188,2669.167
OBERLIN CITY SCHOOLS,0.2451,76041.63,0.4417,0.3386,0.3327,0.1949,0.2196,0.0056,0.0312,0.067,0.2255,0.4825,484
ANDOVER SCHOOL DISTRICT,1.0681,75999.96,0.3018,0.3184,0.3022,0.014,0.0811,0,0.0101,0.0033,0,0.9775,149.8333
BERESFORD SCHOOL DISTRICT 61-2,0.9774,75999.96,0.2699,0.2246,0.2719,0.0224,0.0712,0.0075,0.0097,0.0153,0.0039,0.9557,292.3333
FAIRVIEW ELEM,0.3738,75999.96,0.3308,0.1701,0.196,0.0988,0.1582,0.0095,0,0.0275,0.0223,0.9406,109.1667
GARNER ISD,-0.4531,75999.96,0.3566,0.0446,0.162,0.1606,0.1117,0.032,0.0069,0.1403,0.0043,0.7979,116
NORTHEAST COMM SCHOOL DISTRICT,0.979,75999.96,0.2538,0.0581,0.2158,0.0175,0.0611,0.003,0.0039,0.0288,0.0113,0.9385,341.6667
MSAD 22,1.2455,75992.61,0.3177,0.3328,0.3583,0.0528,0.0666,0.0037,0.0105,0.0145,0.0079,0.9392,927.6
BROWN DEER SCHOOL DISTRICT,-0.1282,75980.35,0.1914,0.3617,0.4141,0.0785,0.0754,0.0083,0.1045,0.0548,0.4524,0.3321,719.5
MONTGOMERY ISD,1.0291,75980.35,0.3735,0.3808,0.272,0.0682,0.0649,0.0058,0.0118,0.1055,0.0374,0.8306,3312.667
TONGANOXIE,0.2474,75980.35,0.2836,0.2435,0.2864,0.0304,0.0386,0.0099,0.0027,0.0518,0.0078,0.9042,888
ST JOHNS UNIFIED DISTRICT,-0.1567,75972.18,0.3049,0.2306,0.3295,0.1363,0.134,0.0818,0.006,0.2327,0.0059,0.6687,391.3333
UNION TOWNSHIP SCHOOL CORP,1.1261,75967.7,0.3462,0.2858,0.2472,0.0367,0.0866,0.0047,0.0084,0.0954,0.0114,0.838,777.3333
EATON RAPIDS PUBLIC SCHOOLS,-0.4795,75961.5,0.3137,0.1797,0.1813,0.0922,0.1134,0.0022,0.0133,0.0539,0.0069,0.9027,1296.833
SOUTH RIVER,0.2569,75961.5,0.3461,0.2125,0.2492,0.0512,0.0808,0.0005,0.0486,0.2669,0.0811,0.5961,1021.833
REDLANDS UNIFIED,-0.2233,75951.41,0.3784,0.3855,0.3433,0.0819,0.1123,0.0049,0.1072,0.4423,0.071,0.3267,9582.167
CUSD 300,0.0209,75943.98,0.3544,0.3465,0.3157,0.0506,0.0661,0.0013,0.058,0.3137,0.0506,0.5444,9146.833
LEXINGTON LOCAL,1.1362,75932.8,0.2986,0.3303,0.23,0.0444,0.0705,0.001,0.0161,0.0156,0.0161,0.92,1179.833
MEADOW HEIGHTS R-II,0.1569,75921.02,0.3519,0.1303,0.1779,0.0886,0.1269,0.0022,0,0.0065,0.0059,0.9847,233.1667
SHAWNEE MISSION PUB SCH,0.9927,75912.37,0.3827,0.51,0.4611,0.0655,0.0805,0.004,0.0299,0.1567,0.0871,0.6721,12294
ZUMBROTA-MAZEPPA SCHOOL DISTRICT,1.6156,75904.22,0.3168,0.1781,0.2236,0.087,0.0799,0.006,0.0213,0.0186,0.0212,0.9262,472.3333
LEBANON CITY,1.195,75884.92,0.3608,0.2624,0.2703,0.0695,0.0944,0.0021,0.0089,0.0399,0.0182,0.8985,2652
AMHERST PUBLIC SCHOOLS,0.8308,75833.3,0.2842,0.2788,0.258,0.054,0.0525,0.0041,0,0.0085,0.0015,0.9833,131
GOODRIDGE PUBLIC SCHOOL DISTRICT,-0.887,75833.3,0.3593,0.0584,0.0887,0.1292,0.1311,0.0496,0.0058,0.0483,0.0134,0.8713,86.8333
MONTPELIER SCHOOL DISTRICT,1.3385,75833.3,0.371,0.5388,0.548,0.1311,0.1242,0,0.0247,0.0244,0.0248,0.8905,390.3333
BALLSTON SPA CENTRAL SCHOOL DISTRICT,0.3854,75815.19,0.3566,0.2674,0.2952,0.0597,0.0716,0.0003,0.0125,0.0128,0.0221,0.9513,1917.833
KAUKAUNA AREA SCHOOL DISTRICT,0.0603,75806.42,0.2823,0.1766,0.2025,0.0541,0.0818,0.0044,0.0177,0.042,0.0118,0.9018,1609.667
REDWATER ISD,0.108,75806.41,0.4226,0.2015,0.1508,0.1689,0.1803,0.0039,0.0036,0.0333,0.0417,0.9067,509.6667
SAYREVILLE,0.8353,75797.84,0.3669,0.3129,0.288,0.0508,0.0585,0.0017,0.1894,0.1662,0.1436,0.4789,2551.5
DEPTFORD TOWNSHIP,0.7448,75769.2,0.3439,0.2023,0.2457,0.0653,0.105,0.0021,0.0518,0.0894,0.1965,0.6562,1910.667
LIBERTY ELEMENTARY DISTRICT,-0.537,75744.02,0.3628,0.2506,0.2385,0.0567,0.1039,0.0069,0.0191,0.4214,0.0604,0.4827,2703.333
NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,0.5848,75743.47,0.3613,0.3275,0.2838,0.0769,0.0977,0.0106,0.1563,0.0861,0.1453,0.5773,4471.333
HIGHLAND CUSD 5,0.7619,75724.61,0.2859,0.2332,0.2139,0.0326,0.0399,0.0029,0.0093,0.0158,0.0034,0.9522,1331.833
EDEN CENTRAL SCHOOL DISTRICT,0.6876,75714.26,0.2802,0.3015,0.3009,0.025,0.0242,0.0031,0.0046,0.0149,0.0041,0.9727,713.8333
SALEM SCHOOL DISTRICT,0.3989,75714.26,0.3292,0.2123,0.1861,0.0439,0.0419,0.0063,0.0079,0.0609,0.0179,0.8969,659.3333
SOUTH SARPY DIST 46,0.982,75714.26,0.3107,0.2916,0.3608,0.015,0.0086,0.0048,0.0058,0.0288,0.0044,0.9245,452.5
NORTH OLMSTED CITY,1.0206,75700.91,0.3182,0.3349,0.2844,0.0633,0.0627,0.0017,0.0277,0.0383,0.029,0.8567,1849.333
ROCORI PUBLIC SCHOOL DISTRICT,0.9722,75699.97,0.2811,0.184,0.178,0.0469,0.0743,0.0022,0.0045,0.06,0.0074,0.9203,901.5
NEWPORT-MESA UNIFIED,-0.0706,75668.88,0.4305,0.501,0.4392,0.0933,0.1119,0.0032,0.0534,0.4371,0.0137,0.4816,9682.167
WEST ST. PAUL-MENDOTA HTS.-EAGAN,0.5083,75663.69,0.3845,0.4165,0.386,0.0679,0.0756,0.0092,0.0522,0.2546,0.0936,0.562,2043.667
DOUGLAS COUNTY SCHOOL DISTRICT,0.3191,75661.73,0.3708,0.2783,0.2396,0.0573,0.1011,0.0333,0.0196,0.1875,0.0087,0.7069,2901.833
EARLHAM COMM SCHOOL DISTRICT,0.3154,75624.98,0.2816,0.2544,0.2128,0.0604,0.037,0.0033,0.0088,0.0089,0.0099,0.9668,300.5
LEBANON SCHOOL DISTRICT,0.9219,75624.98,0.3559,0.4859,0.435,0.0929,0.0892,0.003,0.0672,0.0323,0.028,0.8688,687.3333
SARANAC LAKE CENTRAL SCHOOL DISTRICT,0.0003,75624.98,0.3247,0.251,0.3514,0.0838,0.0802,0,0.0093,0.0058,0.0124,0.9726,606.8333
BIG LAKE PUBLIC SCHOOL DISTRICT,0.4983,75595.22,0.2997,0.2178,0.2774,0.0644,0.073,0.0083,0.0141,0.0463,0.0276,0.8903,1617.333
MELISSA ISD,0.8702,75583.31,0.3504,0.2796,0.3452,0.0654,0.1192,0.0108,0.0072,0.1601,0.0579,0.748,720.3333
NORTHRIDGE LOCAL,0.5609,75583.31,0.3228,0.2024,0.2434,0.0565,0.0556,0.0003,0.0013,0.0124,0.0028,0.9699,645.3333
NORTHFIELD CITY,1.1966,75568.16,0.3202,0.297,0.3138,0.0173,0.0461,0,0.0561,0.0969,0.0231,0.8176,701.1667
WELLINGTON-NAPOLEON R-IX,1.1467,75568.16,0.3404,0.1043,0.139,0.0875,0.0679,0.0009,0,0.0119,0.0091,0.9698,182.5
WARREN WOODS PUBLIC SCHOOLS,-0.5987,75561.77,0.2855,0.1745,0.1682,0.0429,0.1154,0.0019,0.0547,0.0189,0.2016,0.6952,1555.5
ALAMEDA CITY UNIFIED,0.4239,75557.3,0.4256,0.4593,0.4524,0.0812,0.1195,0.0045,0.3859,0.1226,0.117,0.3144,4498.167
DOVER SCHOOL DISTRICT,1.2071,75543.46,0.3505,0.3729,0.3906,0.0922,0.1071,0.0015,0.0686,0.02,0.0359,0.8414,1663.167
AUBREY ISD,0.9989,75514.68,0.3253,0.2138,0.2632,0.041,0.0624,0.0051,0.0063,0.1505,0.0345,0.7986,920
JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,-0.1033,75511.34,0.3266,0.1867,0.1896,0.053,0.0723,0.0043,0.0056,0.0108,0.011,0.9662,662.8333
PENNSVILLE TOWNSHIP,0.4215,75480.75,0.3035,0.2163,0.1918,0.0777,0.1174,0.0058,0.0152,0.0288,0.012,0.9206,899.8333
DELSEA REGIONAL HIGH SCHO,0.8325,75471.68,0.3512,0.1428,0.2144,0.0704,0.0863,0,0.0141,0.0345,0.1127,0.833,551
MORRISTOWN SCHOOL DISTRICT,0.4697,75454.53,0.2987,0.3859,0.4253,0.0985,0.1369,0.0008,0.0224,0.0208,0.0197,0.9281,408.8333
NORTH BRANCH PUBLIC SCHOOLS,0.8543,75442.46,0.2814,0.1276,0.1322,0.057,0.0959,0.0062,0.0113,0.0192,0.01,0.9505,1559
GREATER JASPER CON SCHS,0.9965,75441.16,0.3188,0.2551,0.2428,0.0826,0.081,0.0022,0.0111,0.1122,0.0021,0.8577,1470.833
PLEASANT HILL R-III,0.3355,75403.21,0.3129,0.1609,0.2045,0.0303,0.0552,0.0057,0.0038,0.0327,0.0125,0.9324,964.3333
POTH ISD,0.5793,75399.98,0.2858,0.1357,0.1808,0.0919,0.128,0.0018,0.0005,0.4826,0.004,0.5072,375.5
CAMPBELL CO,0.8702,75393.69,0.3524,0.2638,0.2373,0.0717,0.0831,0.0003,0.0096,0.0139,0.0156,0.9425,2198.333
SOUTH WESTERN SD,0.955,75382.64,0.3259,0.186,0.1999,0.0414,0.0623,0.0018,0.0177,0.0257,0.0314,0.9155,1871.333
KING WILLIAM CO PBLC SCHS,0.1829,75378.77,0.3098,0.1217,0.2557,0.0858,0.0817,0.0276,0.0084,0.0125,0.1987,0.7395,1032.333
SIDNEY PUBLIC SCHOOLS,0.8422,75378.77,0.3425,0.3128,0.268,0.0731,0.1062,0.0032,0.0159,0.1214,0.0031,0.8442,590.5
SHALLOWATER ISD,0.8495,75370.36,0.3957,0.2452,0.2099,0.141,0.1498,0.0012,0,0.3146,0.0083,0.6632,663.1667
MASCOUTAH CUD 19,1.0467,75360.56,0.3178,0.3059,0.2852,0.0491,0.049,0.0076,0.021,0.0561,0.1127,0.7193,1486.5
FREEMAN PUBLIC SCHOOLS,0.4182,75333.32,0.2492,0.2136,0.2197,0.0404,0.0627,0,0,0.0125,0.0047,0.9809,173
KEYSTONE LOCAL,0.6231,75330.18,0.315,0.1051,0.1518,0.0336,0.0417,0.0041,0.0062,0.0158,0.0057,0.9446,782.6667
GOREVILLE CUD 1,-0.1275,75326.08,0.2895,0.1602,0.1871,0.0379,0.0837,0,0,0.0137,0.0006,0.9724,264.6667
COBB COUNTY,0.4831,75322.91,0.3953,0.4642,0.4282,0.0908,0.1068,0.002,0.0487,0.1719,0.3171,0.4304,49230.17
TAHOE-TRUCKEE JOINT UNIFIED,-0.1057,75320.5,0.3668,0.4306,0.4159,0.0772,0.0926,0.0118,0.006,0.3433,0.0047,0.6146,1824.5
STEPHEN-ARGYLE CENTRAL SCHOOLS,1.0165,75312.48,0.3103,0.1216,0.2138,0.0435,0.0384,0.0021,0.0045,0.1016,0.0031,0.8775,153.6667
