educationagencyname,averagetest,income50perc,percentblacks,percentwhites,totalenrollment
HURLEY SCHOOL DISTRICT,0.0885,40624.87,0.0073,0.9662,257.5
HURON CITY SCHOOLS,1.2408,79872.69,0.0094,0.9303,675.6667
HURON SCHOOL DISTRICT,-0.3527,72499.16,0.0243,0.918,1130.167
HURON SCHOOL DISTRICT 02-2,-0.4429,66531.82,0.0224,0.7007,950.8333
HURON VALLEY SCHOOLS,0.8118,85217.43,0.013,0.9265,4541.333
HURST-EULESS-BEDFORD ISD,0.7268,59999,0.1608,0.454,9967.833
HUSTISFORD SCHOOL DISTRICT,0.6828,73124.13,0.0064,0.9205,175.1667
HUTCHINSON PUBLIC SCHOOL DISTRICT,1.103,82384.76,0.0161,0.9181,1451.5
HUTCHINSON PUBLIC SCHOOLS,0.0117,35568.07,0.0507,0.6841,2207.333
HUTSONVILLE CUSD 1,-0.6805,57799.22,0,0.9835,172.6667
HUTTO ISD,-0.3436,60967.68,0.1321,0.4388,2552.833
HYDE COUNTY SCHOOLS,-0.3327,25833.17,0.3105,0.5159,263.3333
HYDE PARK CENTRAL SCHOOL DISTRICT,-0.3051,83244.35,0.1231,0.7422,1779
HYDE PARK SCHOOL DISTRICT,-0.3308,61499.9,0.0073,0.9578,116.3333
HYDRO-EAKLY,-0.3233,40199.96,0,0.6763,198.3333
IBERIA PARISH,-0.7197,45531.81,0.4466,0.4901,6475.667
IBERIA R-V,-0.4764,36180.32,0.0103,0.9843,341.3333
IBERVILLE PARISH,-1.3022,44999,0.701,0.2832,2109.667
IDA PUBLIC SCHOOL DISTRICT,0.214,75271.73,0.0057,0.9785,732.5
IDABEL,-1.1492,19192.71,0.3427,0.2576,506.6667
IDAHO FALLS DISTRICT,-0.0112,58149.87,0.0105,0.7662,4622.667
IDALOU ISD,-0.1264,59132.42,0.0056,0.5535,412.8333
IDITAROD AREA SCHOOL DISTRICT,-1.3019,41874.63,0,0.2667,131.6667
IGNACIO SCHOOL DISTRICT NO. 11JT,-0.7019,61764.59,0.01,0.3709,350.8333
IKM COMM SCHOOL DISTRICT,0.2412,57249.27,0.0102,0.9637,294.6667
IL VALLEY CENTRAL USD 321,0.5596,65999.6,0.0055,0.933,933.8333
ILION CENTRAL SCHOOL DISTRICT,-0.5413,41851.48,0.0219,0.9303,585.5
ILLINI BLUFFS CUSD 327,0.3656,71249.25,0.0114,0.9288,419.5
ILLINI CENTRAL CUSD 189,-0.4411,41817.82,0.0027,0.9637,352.8333
IMBLER SD 11,-0.0846,47999.4,0.0052,0.9176,156.3333
IMLAY CITY COMMUNITY SCHOOLS,-0.2607,60142.84,0.0105,0.7532,1024
IMPERIAL UNIFIED,-0.6846,53912.65,0.0215,0.1866,1767.333
INA CCSD 8,-1.5173,51333.2,0.0046,0.9822,72
INDEPENDENCE,0.2485,56289.7,0.0738,0.7719,933.5
INDEPENDENCE 30,-0.3485,48538.62,0.1172,0.6878,6230.667
INDEPENDENCE COMM SCHOOL DISTRICT,0.105,64256.47,0.0083,0.9544,573.3333
INDEPENDENCE LOCAL,1.6998,88499.46,0.0053,0.9755,469.5
INDEPENDENCE SCHOOL DISTRICT,-0.7184,41499.7,0.0094,0.7906,138
INDEPENDENT ELEM,0.6558,97332.44,0.0071,0.9215,164.5
INDIAN CREEK CUSD 425,0.7835,65124.66,0.0114,0.9365,362
INDIAN CREEK LOCAL,0.6231,47071.02,0.0265,0.9219,922.5
INDIAN HILL EXEMPTED VILLAGE,2.9356,116199.4,0.0337,0.8393,947.5
INDIAN LAKE CENTRAL SCHOOL DISTRICT,0.0538,70799.28,0.0025,0.9946,57
INDIAN LAKE LOCAL,0.4096,51738.96,0.0044,0.9431,821.3333
INDIAN OASIS-BABOQUIVARI UNIFIED DISTRICT,-3.37,18957.54,0.0025,0.0007,465
INDIAN PRAIRIE CUSD 204,1.794,118171.1,0.0909,0.5676,13581.33
INDIAN RIVER,0.1208,48922.82,0.1631,0.5867,8086
INDIAN RIVER CENTRAL SCHOOL DISTRICT,-0.3261,44374.13,0.1141,0.6966,1794
INDIAN RIVER SCHOOL DISTRICT,1.0641,57299.27,0.1464,0.5951,4405.333
INDIAN SPRINGS SD 109,-0.8101,56620.96,0.2219,0.572,1833.833
INDIAN VALLEY LOCAL,0.463,53939,0.0043,0.9797,894.8333
INDIANA AREA SD,0.7721,63423.68,0.0417,0.8863,1244.333
INDIANAPOLIS PUBLIC SCHOOLS,-1.1759,26252.17,0.56,0.2204,19221
INDIANOLA,-0.1402,52749.72,0.0018,0.4128,90.5
INDIANOLA COMM SCHOOL DISTRICT,0.5767,80218.24,0.0104,0.9384,1591
INDIANOLA SCHOOL DIST,-2.6831,23665.93,0.9637,0.0221,937
INDUSTRIAL ISD,0.7497,69535.08,0.013,0.7106,533
INGALLS,0.4993,34374.13,0.0073,0.6732,111.6667
INGLESIDE ISD,-0.5071,62678.39,0.0218,0.4294,1005.667
INGLEWOOD UNIFIED,-1.4926,42758.59,0.432,0.0032,7808
INGRAM ISD,-0.8383,36865.01,0.0261,0.575,500.1667
INLAND LAKES SCHOOLS,-0.6154,50769.15,0.0087,0.942,406
INMAN,0.615,70499.3,0.0042,0.9119,195.1667
INOLA,-0.4332,52333.1,0.0139,0.6661,552
INTER-LAKES SCHOOL DISTRICT,1.166,52499.75,0.0139,0.9418,505.1667
INTERBORO SD,0.4014,65932.44,0.0522,0.8842,1573.5
INTERNATIONAL FALLS SCHOOL DISTRICT,0.2247,63408.86,0.0095,0.8865,563
INTERSTATE 35 COMM SCHOOL DISTRICT,-0.1191,82788.15,0.0205,0.9472,351.5
INVER GROVE HEIGHTS SCHOOLS,0.8618,72499.16,0.1501,0.6216,1925.167
IOLA,0.4836,56110.5,0.0256,0.8799,602.5
IOLA ISD,0.661,66545.02,0.0472,0.8316,212
IOLA-SCANDINAVIA SCHOOL DISTRICT,0.775,62249.85,0.0071,0.9732,325.6667
IONIA PUBLIC SCHOOLS,-0.496,47599.48,0.006,0.8795,1337.667
IOWA CITY COMM SCHOOL DISTRICT,0.7125,78078.23,0.1619,0.6552,5497.333
IOWA FALLS COMM SCHOOL DISTRICT,0.2432,53749.63,0.0097,0.9034,446.8333
IOWA PARK CISD,0.339,61377.46,0.0053,0.9001,783.3333
IOWA VALLEY COMM SCHOOL DISTRICT,0.3684,61699.89,0.002,0.9372,246
IOWA-GRANT SCHOOL DISTRICT,0.4971,58817.3,0.0016,0.9837,298.5
IPSWICH,1.9977,110069,0.0072,0.9106,966.5
IPSWICH PUBLIC SCHOOL DISTRICT 22-6,0.6646,77812.38,0.0096,0.96,174.5
IRAAN-SHEFFIELD ISD,-0.0532,57999.2,0.0203,0.442,181.6667
IRASBURG SCHOOL DISTRICT,0.2598,43749.25,0.0078,0.944,83
IREDELL-STATESVILLE SCHOOLS,0.5943,62053.44,0.1395,0.7164,10953.67
IRENE - WAKONDA SCHOOL DISTRICT 13-3,0.1774,60449.97,0.0106,0.9423,130.3333
IRON CO. C-4,-0.3438,54999.49,0.0156,0.9777,203.1667
IRON DISTRICT,0.3317,50545.4,0.006,0.8482,4348.5
IRON MOUNTAIN PUBLIC SCHOOLS,-0.0649,61578.84,0.0046,0.9225,435.5
IRONTON CITY,0.1275,37737.55,0.0563,0.8873,674
IRONWOOD AREA SCHOOLS,-0.6353,52272.5,0.0026,0.9738,397.8333
IROQUOIS CENTRAL SCHOOL DISTRICT,1.1079,88311.16,0.0039,0.9606,1153.833
IROQUOIS COUNTY CUSD 9,-0.0327,45156.22,0.0186,0.8514,532.8333
IROQUOIS SCHOOL DISTRICT 02-3,-1.797,63214.07,0.0252,0.9447,87.5
IROQUOIS SD,0.3873,56541.01,0.0468,0.9012,541.1667
IROQUOIS WEST CUSD 10,0.1322,57635.6,0.0032,0.6175,422
IRVINE UNIFIED,2.0827,109595.6,0.0233,0.3467,12855.5
IRVING ISD,-0.8487,36848.59,0.1306,0.1157,15899.17
IRVINGTON TOWNSHIP,-1.5376,40676.95,0.892,0.0002,3048.667
IRVINGTON UNION FREE SCHOOL DISTRICT,2.2999,162777.5,0.0444,0.7794,822.3333
IRWIN COUNTY,-0.5022,55322.05,0.3163,0.6314,779.5
ISAAC ELEMENTARY DISTRICT,-1.8962,27758.07,0.0203,0.0143,4614.5
ISHPEMING PUBLIC SCHOOL DISTRICT,-0.0608,62343.59,0.0138,0.9077,370
ISLAND HEIGHTS,1.8758,96665.8,0,0.9443,55.5
ISLAND PARK UNION FREE SCHOOL DISTRICT,1.0257,77272.64,0.0227,0.6962,462.8333
ISLAND TREES UNION FREE SCHOOL DISTRICT,1.1677,96130.11,0.0116,0.7793,1140.5
ISLAND UNION ELEMENTARY,-0.482,46249.75,0.0108,0.5441,190.5
ISLE OF WIGHT CO PBLC SCHS,0.535,63196.51,0.2989,0.6251,2444.667
ISLE PUBLIC SCHOOL DISTRICT,0.18,66832.88,0.0014,0.8684,238.1667
ISLIP UNION FREE SCHOOL DISTRICT,0.5749,102916.5,0.0606,0.7265,1498.5
ISSAQUAH SCHOOL DISTRICT,2.0275,124214.9,0.0215,0.6422,8197.167
ITALY ISD,-0.1138,63428.34,0.1583,0.536,257
ITASCA ISD,-0.4121,48499.3,0.1086,0.4861,326.1667
ITASCA SD 10,1.353,103472.1,0.0131,0.7593,621.5
ITAWAMBA CO SCHOOL DIST,-0.6542,48189.02,0.0732,0.9107,1603.167
ITHACA CITY SCHOOL DISTRICT,0.8031,77923.27,0.118,0.6777,2332
ITHACA PUBLIC SCHOOLS,0.1424,59061.59,0.0053,0.9004,623.5
ITHACA SCHOOL DISTRICT,0.1369,69124.39,0.0167,0.9635,158
IUKA CCSD 7,-0.0692,59874.01,0.0034,0.9536,160
IVANHOE PUBLIC SCHOOL DISTRICT,-0.0461,64799.68,0,0.9819,63.6667
IZARD CO. CONS. SCHOOL DIST.,-0.8647,34614.46,0.0087,0.9376,229.6667
J O COMBS UNIFIED SCHOOL DISTRICT,-0.6307,68332.78,0.0444,0.6477,2500.667
JAC-CEN-DEL COMMUNITY SCH CORP,0.2887,51315.66,0,0.9884,411.3333
JACKSBORO ISD,-0.2444,56888.2,0.0171,0.7364,439.8333
JACKSON,0.2309,50596.95,0.2957,0.6243,3163.833
JACKSON CENTER LOCAL,0.2549,56999.3,0.0034,0.9727,236.3333
JACKSON CITY,0.5074,46547.31,0.0116,0.9676,1179
JACKSON CO SCHOOL DIST,-0.3991,55934.66,0.0967,0.8373,4321.5
JACKSON CO. SCHOOL DISTRICT,0.4074,45416.59,0.0438,0.9431,371.8333
JACKSON COUNTY,0.3341,57377.9,0.0454,0.7876,3331
JACKSON COUNTY,-0.2586,45865.21,0.0353,0.8584,2743.833
JACKSON COUNTY,-0.4876,29165.83,0.0013,0.991,999.6667
JACKSON COUNTY CENTRAL SCHOOL DIST.,1.0803,65018.89,0.0087,0.9215,535.5
JACKSON COUNTY SCHOOL DISTRICT,-0.9805,39686.56,0.0012,0.981,705.5
JACKSON COUNTY SCHOOLS,0.1592,50399.96,0.0185,0.7846,1820.667
JACKSON COUNTY SCHOOLS,-0.5327,49999,0.008,0.9837,2185.833
JACKSON LOCAL,2.1222,86718.28,0.0177,0.9119,2701.167
JACKSON PARISH,-0.9289,44538.57,0.3576,0.6186,1055.667
JACKSON PUBLIC SCHOOL DIST,-1.572,31426.8,0.9744,0.0133,13405
JACKSON PUBLIC SCHOOLS,-1.3008,38046.27,0.3729,0.5187,3003.667
JACKSON R-II,0.7338,58888,0.0253,0.9329,2080.167
JACKSON TOWNSHIP,1.2844,96627.77,0.0625,0.8363,4319.333
JACKSON-MADISON CONSOLIDATED,-1.3391,39292.07,0.5997,0.3317,5800.833
JACKSON-MILTON LOCAL,0.3608,61416.57,0.0121,0.9658,384.6667
JACKSONVILLE CITY,-0.3667,59422.14,0.3017,0.6543,779
JACKSONVILLE ISD,0.0145,35886.92,0.1804,0.3359,2199
JACKSONVILLE SD 117,0.0282,44879.97,0.0715,0.8213,1584.667
JACOBY CREEK ELEMENTARY,0.9704,99165.7,0.0179,0.6984,290
JAFFREY-RINDGE COOP SCHOOL DISTRICT,0.6394,69121.02,0.0064,0.9431,716
JAL PUBLIC SCHOOLS,-1.4088,66499.57,0.0036,0.406,180.5
JAMAICA CUSD 12,0.1243,49749.05,0.001,0.9866,183.8333
JAMES A GARFIELD LOCAL,0.6421,53043.18,0.0054,0.9847,707.6667
JAMESBURG,0.3243,82499.7,0.1015,0.522,382.6667
JAMESTOWN,1.5665,85416.25,0.0108,0.937,308.5
JAMESTOWN 1,0.7123,68249.45,0.0109,0.9195,933.8333
JAMESTOWN AREA SD,1.2078,46666.33,0.0038,0.9815,263.6667
JAMESTOWN C-1,-0.4377,63937.24,0,0.9451,110
JAMESTOWN CITY SCHOOL DISTRICT,-0.7646,37377.57,0.0686,0.6987,2272.333
JAMESTOWN ELEMENTARY,-1.1347,68699.42,0.0186,0.6949,274.3333
JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,1.5285,98304.16,0.0842,0.7957,1335
JAMUL-DULZURA UNION ELEMENTARY,-0.591,93054.84,0.0251,0.5508,745.5
JANESVILLE CONSOLIDATED SCHOOL DISTRICT,0.2552,74356.19,0.0021,0.9719,133.5
JANESVILLE SCHOOL DISTRICT,0.3789,57844.04,0.0553,0.7798,4283.333
JANESVILLE UNION ELEMENTARY,-0.2738,62571.25,0.0024,0.8328,271
JANESVILLE-WALDORF-PEMBERTON,0.344,71199.25,0.0146,0.9755,250.6667
JARRELL ISD,-0.4666,48922.29,0.0268,0.5058,435
JASPER 01,-2.7332,36353.89,0.6155,0.135,1464.167
JASPER CCSD 17,0.1639,70499.3,0.0031,0.961,103.8333
JASPER CITY,0.2287,41764.35,0.204,0.7471,1233.833
JASPER CO. R-V,-0.0236,54249.57,0.0124,0.929,204.8333
JASPER COUNTY,-0.7909,39582.42,0.2466,0.6665,986.3333
JASPER COUNTY CUD 1,0.538,54378.88,0.0031,0.978,596.3333
JASPER ISD,-0.6319,35749.85,0.388,0.4539,1305.667
JASPER SCHOOL DISTRICT,-0.0472,41345.88,0.002,0.9719,407.5
JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,-0.1645,48499.3,0,0.9961,259.8333
JAY,-0.8415,30227.23,0.0077,0.2972,743.5
JAY SCHOOL CORP,0.6961,47082.91,0.0026,0.9368,1669.333
JAY SCHOOL DEPARTMENT,0.5668,51363.5,0.0194,0.954,326
JAYHAWK,0.2174,62454.38,0.0085,0.9512,238.6667
JEANNETTE CITY SD,-0.1945,54187.08,0.1817,0.7506,518.6667
JEFF DAVIS COUNTY,-0.1785,41071.21,0.1611,0.6706,1367
JEFFERSON,-1.4371,44999,0.6877,0.2288,481.6667
JEFFERSON AREA LOCAL,0.0088,49090.09,0.0043,0.9606,880
JEFFERSON CENTRAL SCHOOL DISTRICT,-0.3733,39249.15,0,0.9758,133.3333
JEFFERSON CITY,0.3174,58749.13,0.187,0.7164,3901.667
JEFFERSON CITY,1.5108,49374.13,0.083,0.7909,1300.5
JEFFERSON CO SCHOOL DIST,-2.4223,28593.03,0.991,0.0054,602
JEFFERSON CO. R-VII,0.8444,71517.09,0.0186,0.9566,468.3333
JEFFERSON COUNTY,-0.8423,59256.71,0.4306,0.503,16171.17
JEFFERSON COUNTY,-0.6545,46814.15,0.3654,0.5111,43967
JEFFERSON COUNTY,-0.9697,28822.76,0.689,0.2574,1286.667
JEFFERSON COUNTY JT DISTRICT,0.6143,59467.14,0.0054,0.8513,1969.5
JEFFERSON COUNTY NORTH,0.6279,57443.7,0,0.9761,217.5
JEFFERSON COUNTY SCHOOL DIST,-0.8307,46595.43,0.024,0.9138,3428.167
JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,1.0163,78940.88,0.0146,0.6943,37644
JEFFERSON COUNTY SCHOOLS,-0.185,69114.77,0.0883,0.8252,3984.333
JEFFERSON COUNTY SD 509J,-1.7069,38447.59,0.0098,0.2878,1351.833
JEFFERSON DAVIS CO SCHOOL DIST,-1.8373,22413.31,0.8679,0.1199,759.8333
JEFFERSON DAVIS PARISH,-0.2467,52187.28,0.2256,0.7282,2588
JEFFERSON ELEMENTARY,-0.0386,90796.07,0.0695,0.37,1726.833
JEFFERSON ELEMENTARY,-1.0293,73906.84,0.0349,0.0591,4028.333
JEFFERSON ISD,-0.7988,30833.17,0.3998,0.5393,530.6667
JEFFERSON LOCAL,-0.1793,62624.82,0.0067,0.9738,572.5
JEFFERSON PARISH,-1.0694,43226.48,0.4788,0.3021,20322.33
JEFFERSON SCHOOL DEPARTMENT,-0.0812,47249.55,0,0.9921,127.1667
JEFFERSON SCHOOL DISTRICT,0.5421,63085.51,0.0157,0.8375,795.3333
JEFFERSON SCHOOLS (MONROE),-0.2349,78333.2,0.0348,0.9056,1323.167
JEFFERSON SD 14J,-1.4217,51166.55,0.0156,0.6818,410.6667
JEFFERSON TOWNSHIP,1.304,92683.5,0.0131,0.7823,1543.333
JEFFERSON TOWNSHIP LOCAL,-1.9606,37499.5,0.7261,0.1893,164.1667
JEFFERSON WEST,0.6806,72749.15,0.0174,0.9347,404.5
JEFFERSON-MORGAN SD,-0.5819,56544.8,0.0257,0.9703,379.5
JEFFERSON-SCRANTON COMM SCHOOL DISTRICT,0.6023,74677.59,0.0034,0.8996,429.5
JEMEZ MOUNTAIN PUBLIC SCHOOLS,-2.3256,43499.3,0.0009,0.1245,158
JEMEZ VALLEY PUBLIC SCHOOLS,-2.1352,49427.68,0,0.1272,209.1667
JENISON PUBLIC SCHOOLS,1.1314,71483.61,0.0147,0.866,1980.833
JENKINS COUNTY,-1.2931,24999,0.5509,0.3879,636.3333
JENKINS INDEPENDENT,-0.8392,12811.94,0.0194,0.9758,234.3333
JENKINTOWN SD,1.8506,109166.3,0.0759,0.8255,271.8333
JENKS,0.7819,87308.18,0.0884,0.65,4694.333
JENNINGS,-1.4433,26131.85,0.9891,0.0094,1311.5
JENNINGS COUNTY SCHOOLS,0.2167,46105.55,0.006,0.9421,2254.833
JENNINGS LOCAL,1.1136,71399.24,0,0.9824,180.8333
JERICHO SCHOOL DISTRICT,1.4612,102142.8,0.0189,0.9333,99.6667
JERICHO UNION FREE SCHOOL DISTRICT,2.8686,165285.4,0.0206,0.5945,1347
JEROME JOINT DISTRICT,-0.4401,39350.98,0.0037,0.5221,1609.333
JERSEY CITY,-0.6952,41772.77,0.3576,0.1058,13024.17
JERSEY CUSD 100,0.1222,63908.19,0.0036,0.9797,1118.333
JERSEY SHORE AREA SD,0.7872,49710.59,0.0112,0.9792,1208.833
JESSAMINE COUNTY,0.0844,50754.64,0.0434,0.8889,3446.333
JESSIEVILLE SCHOOL DISTRICT,-0.0237,38213.64,0.0145,0.9083,411.1667
JESUP COMM SCHOOL DISTRICT,-0.2002,58234.47,0.0032,0.9668,427.1667
JETMORE,0.7405,68061.96,0.0234,0.8565,127.3333
JIM HOGG COUNTY ISD,-1.0424,56785.04,0.0052,0.0336,480.1667
JIM NED CISD,1.0172,79843.55,0.0022,0.8911,469.1667
JIM THORPE AREA SD,0.2297,56022.13,0.0783,0.8034,1030.833
JOAQUIN ISD,0.3767,29999,0.0593,0.7962,324
JOHANNESBURG-LEWISTON AREA SCHOOLS,0.0524,45333.27,0.0058,0.978,381
JOHN DAY SD 3,-0.1237,60545.42,0.0064,0.9339,288.6667
JOHN GLENN SCHOOL CORPORATION,0.4202,60703.08,0.0042,0.9154,831
JOHN SWETT UNIFIED,-1.3895,55999.4,0.2087,0.2047,744
JOHNSBURG CUSD 12,0.3812,87902.71,0.0081,0.9181,1022.5
JOHNSON CITY CENTRAL SCHOOL DISTRICT,-0.2472,54473.24,0.1461,0.6955,1196
JOHNSON CITY ISD,0.7291,53333,0.0029,0.6984,340.6667
JOHNSON CITY SCHOOL DISTRICT,1.1499,46944.06,0.1137,0.7866,3428
JOHNSON CO CENTRAL PUBLIC SCHS,0.3334,60199.99,0.0028,0.7671,227.3333
JOHNSON CO. R-VII,0.0794,50999.9,0.0086,0.9597,289.1667
JOHNSON COUNTY,0.757,38665.93,0.0015,0.9883,1758.5
JOHNSON COUNTY,-0.6966,36499.7,0.4519,0.5001,540.3333
JOHNSON COUNTY SCHOOL DISTRICT,-0.1917,29530.34,0.0038,0.9766,1001.833
JOHNSON COUNTY SCHOOL DISTRICT #1,0.3263,52655.98,0.0026,0.9102,560.1667
JOHNSON CREEK SCHOOL DISTRICT,0.0647,84204.18,0.0124,0.8267,272
JOHNSON SCHOOL DISTRICT,-0.6454,33124.38,0.0105,0.9636,111.1667
JOHNSON-BROCK PUBLIC SCHOOLS,0.6946,47332.87,0.0074,0.936,112.6667
JOHNSONBURG AREA SD,0.6761,54874.52,0.0028,0.9577,283
JOHNSTON,-0.1642,64687.19,0.0404,0.7981,1432.333
JOHNSTON CITY CUSD 1,-0.4768,41499.7,0.007,0.9632,518.3333
JOHNSTON COMM SCHOOL DISTRICT,1.9021,98999.03,0.0373,0.8279,2909
JOHNSTON COUNTY SCHOOLS,0.5115,55703.45,0.1779,0.6073,15873.5
JOHNSTOWN CITY SCHOOL DISTRICT,-0.2241,44124.17,0.0224,0.9313,792.3333
JOHNSTOWN-MONROE LOCAL,1.0585,87837.33,0.0025,0.9576,741.1667
JOLIET ELEM,0.7311,62999.8,0.0058,0.9607,169.1667
JOLIET PSD 86,-0.7905,34516.64,0.2983,0.1561,6731.333
JONATHAN ALDER LOCAL,1.2038,77652.95,0.0069,0.9517,1001.333
JONES,-0.531,72528.58,0.0519,0.7595,514
JONES CO SCHOOL DIST,-0.742,42432.84,0.1956,0.7442,3948.5
JONES COUNTY,-0.256,52712.49,0.2719,0.6921,2541.333
JONES COUNTY SCHOOLS,-0.2542,39317.32,0.4783,0.4372,528.6667
JONESBORO CCSD 43,-0.3371,49374.13,0.0034,0.9477,255.1667
JONESBORO SCHOOL DISTRICT,-0.7383,34654.24,0.4333,0.4655,2472.667
JONESPORT SCHOOL DEPARTMENT,0.0741,27499.5,0.0071,0.9533,74.6667
JONESVILLE COMMUNITY SCHOOLS,-0.4284,57726.5,0.0095,0.9532,645.8333
JOPLIN R-VIII,0.0203,39845.18,0.0644,0.8294,3441
JOPPA-MAPLE GROVE UD 38,0.1058,34249.15,0.0112,0.9241,134.3333
JORDAN DISTRICT,0.1788,81342.54,0.011,0.817,28004.67
JORDAN PUBLIC SCHOOL DISTRICT,1.0385,86570.97,0.0092,0.9031,783.8333
JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT,-0.1033,75511.34,0.011,0.9662,662.8333
JOSEPH BADGER LOCAL,0.4203,58076.11,0.0075,0.969,446.8333
JOSEPH CITY UNIFIED DISTRICT,-0.8007,58856.25,0.0043,0.6472,224.1667
JOSEPH SD 6,0.1753,58999.09,0.0122,0.9001,98.1667
JOSHUA ISD,0.3551,61928.45,0.014,0.7546,2209.667
JOURDANTON ISD,-0.2094,54736.37,0.0101,0.3876,660.1667
JUAB DISTRICT,0.2864,56446.72,0.0049,0.9399,1055.333
JUDA SCHOOL DISTRICT,-0.0611,68332.78,0,0.9577,133.5
JUDSON ISD,-0.6059,53045.47,0.2576,0.1825,10188.33
JULESBURG SCHOOL DISTRICT NO. RE1,0.3568,57499.25,0.006,0.6829,128.6667
JUNCTION CITY SCHOOL DISTRICT,-0.7156,48332.67,0.3093,0.675,247.5
JUNCTION CITY SD 69,-0.305,55356.61,0.0069,0.777,776
JUNCTION ELEMENTARY,-0.177,59284.79,0.0073,0.8017,299
JUNCTION HILL C-12,0.7944,49415.79,0.0025,0.9963,139.1667
JUNCTION ISD,-0.1029,40999.8,0.0028,0.6,294
JUNEAU BOROUGH SCHOOL DISTRICT,-0.0595,87683.32,0.013,0.5382,2172.833
JUNIATA COUNTY SD,0.2079,58657.67,0.0143,0.9294,1398.333
JUNIATA VALLEY SD,0.4106,65159.66,0.0088,0.9864,345.6667
JURUPA UNIFIED,-1.1962,54642.39,0.0246,0.1312,9092.333
JUSTUS-TIAWAH,-0.0683,74999,0.0049,0.5964,343.5
KADOKA AREA SCHOOL DISTRICT 35-2,-0.5151,38713.54,0,0.4453,183.1667
KALAMA SCHOOL DISTRICT,-0.0005,65477.89,0.0186,0.8899,461
KALAMAZOO PUBLIC SCHOOL DISTRICT,-1.3908,33817.42,0.4465,0.3962,6142
KALEVA NORMAN DICKSON SCHOOL DISTRICT,-0.7345,48699.26,0.0183,0.9113,289.6667
KALIDA LOCAL,1.483,95832.5,0,0.9976,284
KALISPELL ELEM,1.1995,47499.5,0.0054,0.9317,1899.667
KALKASKA PUBLIC SCHOOLS,-0.9675,41428.29,0.0066,0.9634,680.5
KAMIAH JOINT DISTRICT,-0.3607,27499.5,0.0059,0.7494,252.3333
KANAWHA COUNTY SCHOOLS,-0.3143,48291.59,0.1281,0.8427,12684
KANE AREA SD,-0.0183,45833.17,0.0088,0.9687,548.6667
KANE DISTRICT,0.3033,49557.91,0.0021,0.9189,538
KANELAND CUSD 302,0.656,93963.52,0.0181,0.8225,2214.167
KANKAKEE SD 111,-1.1542,33172.44,0.5189,0.1969,2393.167
KANKAKEE VALLEY SCHOOL CORP,0.6406,66412.62,0.0049,0.886,1662.833
KANNAPOLIS CITY SCHOOLS,-0.3981,39346.96,0.2915,0.4271,2430.333
KANSAS,-0.9074,51307.56,0.0111,0.361,374.5
KANSAS CITY,-1.7537,33362.73,0.3724,0.1405,9150.167
KANSAS CITY 33,-1.637,27337.42,0.6421,0.0886,11803.17
KANSAS CUSD 3,-0.4667,48749.24,0.0192,0.9574,111.8333
KARNES CITY ISD,0.3577,61636.25,0.0219,0.2977,442.5
KARNS CITY AREA SD,0.3758,60267.84,0.0057,0.9943,758
KASHUNAMIUT SCHOOL DISTRICT,-3.1247,31499.7,0,0.0075,132.5
KASSON-MANTORVILLE SCHOOL DIST.,1.3764,84727.88,0.007,0.935,1002.333
KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,1.9013,189188.4,0.0068,0.8772,1714.833
KATY ISD,1.0745,89183.1,0.0989,0.4439,28642.83
KAUFMAN ISD,-0.1439,53124.69,0.0636,0.54,1684.333
KAUKAUNA AREA SCHOOL DISTRICT,0.0603,75806.42,0.0118,0.9018,1609.667
KAW VALLEY,0.6424,64038.19,0.0242,0.8433,502
KAYENTA UNIFIED DISTRICT,-2.1993,23983.58,0.0008,0.0068,851.5
KEANSBURG BOROUGH,-0.7804,43193.8,0.1503,0.6395,641.6667
KEARNEY PUBLIC SCHOOLS,0.4458,59499.05,0.0171,0.8306,2268.833
KEARNEY R-I,1.2089,90027.48,0.0128,0.9495,1678.5
KEARNY,0.1713,60368.83,0.0238,0.4166,2466.667
KEARSARGE REGIONAL SCHOOL DISTRICT,1.5692,89008.88,0.0066,0.9532,906.6667
KEARSLEY COMMUNITY SCHOOLS,-0.4191,60714.24,0.0822,0.8641,1492
KEENE ISD,0.0468,32082.92,0.0574,0.3452,383.6667
KEENE SCHOOL DISTRICT,1.0541,67758.1,0.0185,0.9215,1230.667
KEENEYVILLE SD 20,-0.1827,62954.35,0.1446,0.4138,1070.167
KELL CONS SD 2,-1.1028,42332.87,0.0055,0.9896,69.1667
KELLER ISD,1.1244,94888.91,0.0765,0.6371,15681
KELLIHER PUBLIC SCHOOL DISTRICT,0.4529,53749.62,0,0.5498,109.6667
KELLOGG JOINT DISTRICT,-0.4414,47499.5,0.0023,0.9021,590
KELLOGGSVILLE PUBLIC SCHOOLS,-0.7627,47352.47,0.1732,0.428,938.3333
KELLYVILLE,-1.1371,57186.78,0.0055,0.6527,513.6667
KELSEYVILLE UNIFIED,-1.5711,45166.63,0.0158,0.5119,772.1667
KELSO SCHOOL DISTRICT,-0.158,52280.47,0.0084,0.7477,2220.167
KEMP ISD,-0.6678,44999,0.0236,0.7969,679.1667
